,word,proposed_splitting,count_pre,count_post
2381,ecochallenge,,1,
2382,deporttrump,"['deport', 'trump']",1,
2383,wearestillin,"['we', 'are', 'still', 'in']",4,1.0
2384,environmentalthreats,"['environmental', 'threats']",1,
2385,nob,"['no', 'b']",1,
2386,metals,,2,
2387,turkish,,1,
2388,bioeconomy,"['bio', 'economy']",2,2.0
2389,avinoc,"['a', 'vino', 'c']",3,
2390,gefassembly,,3,
2391,karachi,,4,1.0
2392,globalpoli,,1,
2393,inclusiveness,,1,
2394,brisbane,,8,
2395,precipitation,,1,
2396,makerojavagreenagain,,1,
2397,greeninfrastructure,"['green', 'infrastructure']",1,1.0
2398,eatfortheplanet,"['eat', 'for', 'the', 'planet']",2,
2399,methanotrophy,,1,
2400,freeupiii,"['free', 'up', 'iii']",1,
2401,humanrightsdefenders,"['human', 'rights', 'defenders']",1,
2402,environmentalchange,"['environmental', 'change']",1,
2403,therainmakers,"['the', 'rainmakers']",1,
2404,cleanenergyjobs,"['clean', 'energy', 'jobs']",4,
2405,canada,,19,12.0
2406,ilmastolakko,,1,
2407,fantasy,,1,
2408,resources,,1,
2409,sustainablecities,"['sustainable', 'cities']",1,1.0
2410,philanthropy,,2,
2411,cleanairbill,"['clean', 'air', 'bill']",1,
2412,charityjobs,"['charity', 'jobs']",1,
2413,powertothepeople,"['power', 'to', 'the', 'people']",2,1.0
2414,garbage,,1,
2415,35mm,"['35', 'mm']",1,
2416,cleanairact,"['clean', 'air', 'act']",3,
2417,hottestyearevahh,,1,
2418,uhc,"['uh', 'c']",3,
2419,endgerrymandering,"['end', 'gerrymandering']",1,
2420,jmcq,,1,
2421,memelonmusk,"['me', 'melon', 'musk']",1,
2422,freemarket,"['free', 'market']",1,
2423,farmersmoney,"['farmers', 'money']",1,
2424,environmentalcatastrophe,"['environmental', 'catastrophe']",1,
2425,freethebear,"['free', 'the', 'bear']",2,
2426,dairyisscary,"['dairy', 'is', 'scary']",1,
2427,networknews,"['network', 'news']",1,
2428,poet_artist,"['poet', 'artist']",1,
2429,thebiglemon,"['the', 'big', 'lemon']",1,
2430,naturalclimatesolutions,"['natural', 'climate', 'solutions']",4,
2431,massextinction,"['mass', 'extinction']",3,
2432,universalbasicincome,"['universal', 'basic', 'income']",1,
2433,mothanature,"['moth', 'a', 'nature']",1,
2434,poetry,,3,2.0
2435,til,,1,
2436,zerofaretransit,"['zero', 'fare', 'transit']",1,
2437,society,,2,
2438,soya,,1,
2439,antarctica2020,,1,
2440,sanders,,1,
2441,dpulse,"['d', 'pulse']",2,
2442,awg,,1,
2443,darkages,"['dark', 'ages']",1,
2444,climatefinance,"['climate', 'finance']",10,1.0
2445,natureemergency,"['nature', 'emergency']",2,
2446,onelxn,,1,
2447,timeisrunning,"['time', 'is', 'running']",1,
2448,yleareena,,1,
2449,riscaldamentoglobale,,1,
2450,buenviernes,,1,
2451,throwbackthursday,,1,
2452,libs,"['lib', 's']",2,
2453,rebellion,,1,
2454,retweetplease,"['re', 'tweet', 'please']",1,
2455,land,,4,2.0
2456,yalespeakerseries,,1,
2457,righttosurvive,"['right', 'to', 'survive']",1,
2458,saturdaymotivation,,1,8.0
2459,zika,,2,
2460,lacis,"['lac', 'is']",1,
2461,makeourplanetgreatagain,"['make', 'our', 'planet', 'great', 'again']",2,
2462,timefortravelwriting,"['time', 'for', 'travel', 'writing']",1,
2463,ess,,2,
2464,palaeointhepub,,1,
2465,givethanks,"['give', 'thanks']",1,
2466,japan,,6,1.0
2467,applynow,"['apply', 'now']",1,
2468,spotlighthealth,"['spotlight', 'health']",1,
2469,voteoutthegop,,1,
2470,bonn,,1,2.0
2471,protectcoyotevalley,"['protect', 'coyote', 'valley']",1,
2472,riotinto,"['riot', 'into']",1,
2473,schools,,1,1.0
2474,changetheworld,"['change', 'the', 'world']",3,
2475,rwanda,,3,2.0
2476,telangana,,1,
2477,hurricaneharvey,,1,1.0
2478,worldbeeday,"['world', 'bee', 'day']",4,2.0
2479,fashion,,1,1.0
2480,abuse,,1,
2481,unactogala2018,,1,
2482,aricahilton,,2,
2483,stopcoal,"['stop', 'coal']",2,
2484,simplifiedapprovalprocess,"['simplified', 'approval', 'process']",1,
2485,gonow,"['go', 'now']",1,
2486,climaterisks,"['climate', 'risks']",2,1.0
2487,peacelovingpakistan,,1,
2488,tornadoes,,1,
2489,projection,,1,
2490,mumbai,,2,1.0
2491,waterstress,"['water', 'stress']",2,
2492,notmeus,"['not', 'me', 'us']",3,
2493,electrifytheworld,"['electrify', 'the', 'world']",1,
2494,startup,,4,4.0
2495,sdgglobalfest,,2,
2496,experiment,,1,
2497,climatechangesolutions,"['climate', 'change', 'solutions']",1,
2498,cowspiracy,"['cows', 'piracy']",3,
2499,neuralnetwork,"['neural', 'network']",1,
2500,barbudalandact,,1,
2501,tiredearth,"['tired', 'earth']",9,
2502,scamalert,"['scam', 'alert']",1,
2503,interfaith,,1,
2504,bansingleuseplastic,"['ban', 'single', 'use', 'plastic']",1,
2505,ted,,1,1.0
2506,worldhydrocongress,"['world', 'hydro', 'congress']",1,
2507,polarbears,,7,5.0
2508,zen,,3,
2509,nabard,,1,
2510,britishembassy,,1,
2511,liberia,,2,
2512,air,,2,
2513,assw2019,,1,
2514,blueplanetlive,"['blue', 'planet', 'live']",1,
2515,pseudoscience,,5,2.0
2516,mccc18,,2,
2517,mpas,,2,
2518,woodburningstoves,"['wood', 'burning', 'stoves']",3,
2519,tafe,,1,
2520,waitrose,"['wait', 'rose']",1,
2521,mothersday2019,"['mothers', 'day', '2019']",1,
2522,ecocide,,5,
2523,inhambane,"['in', 'ham', 'bane']",1,
2524,bias,,1,
2525,stopdeforestation,"['stop', 'deforestation']",2,1.0
2526,emphysema,,3,1.0
2527,greenhouse,,7,1.0
2528,federalgrants,"['federal', 'grants']",1,
2529,profile,,1,
2530,governments,,3,
2531,flashflood,"['flash', 'flood']",2,
2532,mattidubee,,2,
2533,wineindustry,"['wine', 'industry']",1,
2534,protectourplanet,"['protect', 'our', 'planet']",1,2.0
2535,mississauga,,1,
2536,renewablesnow,,6,1.0
2537,gilmore,,1,
2538,gcas2018,,5,1.0
2539,sundaybrunch,,1,
2540,reclaimtheheadlines,"['reclaim', 'the', 'headlines']",1,
2541,ipbes,,1,
2542,worldpeace,"['world', 'peace']",1,1.0
2543,greenerfuture,"['greener', 'future']",1,
2544,菩薩,,3,
2545,humanchain,"['human', 'chain']",2,
2546,elt,,1,
2547,smartcities,"['smart', 'cities']",8,2.0
2548,ccc19,,1,
2549,utpol,,1,
2550,temple,,1,
2551,earthhour2019,"['earth', 'hour', '2019']",3,
2552,greeninnovation,"['green', 'innovation']",1,
2553,blood,,1,
2554,pollutionfree,"['pollution', 'free']",1,
2555,soil,,5,8.0
2556,firstworld,"['first', 'world']",1,
2557,homophobic,,1,
2558,hollywood,,1,
2559,thisiszerohour,"['this', 'is', 'zero', 'hour']",30,
2560,marineenergy,"['marine', 'energy']",2,
2561,breastcancer,"['breast', 'cancer']",1,
2562,sharemobility,"['share', 'mobility']",1,
2563,regina,,3,
2564,bravo,,1,
2565,rx,"['r', 'x']",1,
2566,frenchwords,"['french', 'words']",1,
2567,weatheringchange,"['weathering', 'change']",1,
2568,hr9,"['hr', '9']",3,
2569,cannabis,,1,
2570,lobbying,,1,
2571,tundra,,1,
2572,risingsealevels,"['rising', 'sea', 'levels']",3,
2573,tralee,,1,
2574,rio,,1,
2575,elonmusk,,1,
2576,recities,"['re', 'cities']",1,
2577,investors,,3,3.0
2578,himalayas,,2,4.0
2579,endangeredspecies,"['endangered', 'species']",2,2.0
2580,empowerwomen,"['empower', 'women']",2,
2581,jointheevolution,"['join', 'the', 'evolution']",1,
2582,ruralelectrification,"['rural', 'electrification']",1,
2583,rummerlab,"['rummer', 'lab']",1,
2584,premigration,,1,
2585,cca,,1,
2586,eccwo18,,3,
2587,trees4climate,"['trees', '4', 'climate']",2,
2588,anthem,,1,
2589,intermediarycities,"['intermediary', 'cities']",1,
2590,gnss,,1,
2591,blackonblack,"['black', 'on', 'black']",1,
2592,manmade,,1,
2593,acciónclimatica,,1,
2594,cult,,2,
2595,unesco,,2,1.0
2596,jetstream,,1,
2597,urbanphotography,"['urban', 'photography']",1,
2598,datasonification,"['data', 'son', 'if', 'i', 'cation']",1,
2599,lungcancer,"['lung', 'cancer']",1,
2600,nrcansci,,1,
2601,mlk,,1,
2602,together,,1,
2603,greece,,5,
2604,climhist,,2,
2605,sustainabledesign,"['sustainable', 'design']",1,
2606,britain,,1,
2607,agchat,,1,
2608,oceananimals,"['ocean', 'animals']",1,
2609,bousci18,,1,
2610,confidence,,1,
2611,frontiers,,1,
2612,clothing,,1,
2613,regenerativeagriculture,"['regenerative', 'agriculture']",5,4.0
2614,smallstates,"['small', 'states']",1,
2615,ubi,,1,2.0
2616,netflix,,1,1.0
2617,european,,2,
2618,christian,,1,
2619,oxford,,2,
2620,enm,"['en', 'm']",1,
2621,tucker,,1,
2622,photography,,2,1.0
2623,freeenergy,"['free', 'energy']",1,
2624,ethics,,3,1.0
2625,sdglive,,2,
2626,foodforthought,"['food', 'for', 'thought']",1,
2627,itsucks,"['it', 'sucks']",1,
2628,naiad2020,"['naiad', '2020']",1,
2629,weatherization,,1,
2630,obesity,,4,
2631,now,,2,
2632,guwahati,,1,
2633,followbacks,"['follow', 'backs']",5,
2634,sdgs,,63,49.0
2635,madhouseeffect,"['madhouse', 'effect']",1,3.0
2636,tedx,"['ted', 'x']",1,
2637,euspace,,1,
2638,dublin,,1,
2639,stillbirth,,2,
2640,startuo,,1,
2641,communitytradeplastic,"['community', 'trade', 'plastic']",2,
2642,psych,,1,
2643,lisbon,,1,
2644,rbg,,1,
2645,got,,6,
2646,wilderfuture,"['wilder', 'future']",1,
2647,democratshateamerica,,2,
2648,taxevasion,"['tax', 'evasion']",1,
2649,stuntmo,"['stunt', 'mo']",1,
2650,hot,,1,
2651,goecofriendly,,1,
2652,loveis,"['love', 'is']",1,
2653,roundtable2018,,1,
2654,oott,,3,1.0
2655,climatechangednames,"['climate', 'changed', 'names']",1,
2656,leishmaniasis,,1,
2657,childrensbooks,,2,
2658,ecoupdates,,1,
2659,womansday,,1,
2660,premiumflooring,"['premium', 'flooring']",1,
2661,c40cites,"['c', '40', 'cites']",1,
2662,ischnura,,1,
2663,courage,,1,1.0
2664,space,,1,
2665,licenses,,2,
2666,protectthereef,"['protect', 'the', 'reef']",1,
2667,betoorourke,,2,
2668,2050,,1,
2669,exctinctionrebellion,,1,
2670,followme,"['follow', 'me']",1,
2671,aquaculture,,7,1.0
2672,greenparty,"['green', 'party']",3,
2673,didyouknow,"['did', 'you', 'know']",1,
2674,wildlifephotography,"['wildlife', 'photography']",1,
2675,abortionrights,"['abortion', 'rights']",2,
2676,endcitizensunited,"['end', 'citizens', 'united']",1,
2677,liverpool,,1,
2678,copolitics,"['co', 'politics']",2,1.0
2679,innocentcivilians,"['innocent', 'civilians']",2,
2680,train,,1,
2681,actnowforfuture,"['act', 'now', 'for', 'future']",8,
2682,unfriendcoal,,2,
2683,hydroelectricity,,1,
2684,nmdrought,,2,
2685,guardianlive,"['guardian', 'live']",3,
2686,aciran,,2,
2687,illustration,,3,
2688,undp,,1,
2689,wash,,1,
2690,daymandela,,1,
2691,poetryofthesoul,"['poetry', 'of', 'the', 'soul']",1,
2692,lessmeat,"['less', 'meat']",2,
2693,johniadarola,,1,
2694,pafc,,5,
2695,blizzardoflies,"['blizzard', 'of', 'lies']",1,
2696,midwinter,,1,
2697,questioningquestionablescience,"['questioning', 'questionable', 'science']",1,
2698,ecoright,,1,3.0
2699,permanentwaterinsufficiency,"['permanent', 'water', 'insufficiency']",1,
2700,nata,,1,
2701,wethepeopleofearth,"['we', 'the', 'people', 'of', 'earth']",3,
2702,taan,"['ta', 'an']",1,
2703,nasa_app,,1,
2704,republicanplague,"['republican', 'plague']",1,
2705,publichealthcrisis,"['public', 'health', 'crisis']",1,
2706,lighting,,2,
2707,climatehope,"['climate', 'hope']",3,1.0
2708,youthvgov,"['youth', 'v', 'gov']",1,
2709,children,,3,1.0
2710,electriccars,"['electric', 'cars']",8,2.0
2711,walkaway,"['walk', 'away']",1,
2712,esl,,3,
2713,senate,,1,1.0
2714,taxtherich,"['tax', 'the', 'rich']",1,
2715,drone,,1,
2716,paulpetyt,,1,
2717,cuttheoilsubsidies,"['cut', 'the', 'oil', 'subsidies']",1,
2718,electrolinesolar,,1,
2719,camping,,1,
2720,thursdaymotivation,,2,
2721,savethewhales,"['save', 'the', 'whales']",2,1.0
2722,climatesolutions,"['climate', 'solutions']",1,1.0
2723,kindermorgan,,6,
2724,generalelectionnow,"['general', 'election', 'now']",3,
2725,stepup,"['step', 'up']",2,
2726,peoplesclimatecase,"['peoples', 'climate', 'case']",3,
2727,theworldisonfire,"['the', 'world', 'is', 'on', 'fire']",2,1.0
2728,schoolsstrike4climate,"['schools', 'strike', '4', 'climate']",3,
2729,architecturecentric,,1,
2730,禅家,,3,
2731,lnp,,6,8.0
2732,scottish,,1,
2733,podernfamily,,1,
2734,uspoli,,1,1.0
2735,garden,,2,
2736,boom,,2,
2737,bankimoon,"['bank', 'i', 'moon']",1,
2738,wellbeing,,1,
2739,ourenvironment,"['our', 'environment']",1,
2740,healthyliving,"['healthy', 'living']",1,
2741,gmo,,1,
2742,nlgermany,,2,
2743,april12,,1,
2744,justiciaambiental,,1,
2745,dentureclinic,"['denture', 'clinic']",1,
2746,freedomgas,"['freedom', 'gas']",2,
2747,developmentjustice,"['development', 'justice']",1,
2748,socent,"['so', 'cent']",2,1.0
2749,scichat,"['sci', 'chat']",1,
2750,fake,,1,
2751,mitigation,,1,2.0
2752,marinedebris,"['marine', 'debris']",1,
2753,wcssg2018,,1,
2754,scicomm,"['sci', 'com', 'm']",8,11.0
2755,spain,,1,2.0
2756,deepstate,"['deep', 'state']",1,
2757,edge,,1,
2758,spin,,1,
2759,streets,,1,
2760,tanzania,,1,1.0
2761,co2emissions,"['co', '2', 'emissions']",1,
2762,carbonmajors,"['carbon', 'majors']",1,
2763,nasmember,,2,
2764,goptaxscam,,5,
2765,orleg,"['or', 'leg']",4,
2766,saturday,,2,1.0
2767,beef,,6,1.0
2768,activist,,1,1.0
2769,baftas,,1,
2770,parisaccord,,6,3.0
2771,gulfstream,"['gulf', 'stream']",4,1.0
2772,floods,,5,5.0
2773,seagrass,,2,2.0
2774,ticks,,2,
2775,governmentcorruption,"['government', 'corruption']",2,
2776,criticalthinking,"['critical', 'thinking']",1,
2777,wcef2019,,3,
2778,farright,"['far', 'right']",1,
2779,verminsupreme,"['vermin', 'supreme']",1,
2780,cbnpoli,,1,
2781,nphw,,4,
2782,1of200,"['1', 'of', '200']",1,
2783,nanaimoladysmith,,1,
2784,fungi,,1,
2785,landscapearchitecture,"['landscape', 'architecture']",1,
2786,mox,,2,
2787,changeeducation,"['change', 'education']",1,
2788,northamerica,,1,
2789,sustyevents,,1,
2790,alternativeenergy,"['alternative', 'energy']",1,
2791,ccartcompe,"['c', 'cart', 'comp', 'e']",1,
2792,seeds,,2,
2793,publichealth,"['public', 'health']",2,4.0
2794,parisagreement,,138,37.0
2795,teenagers,,1,
2796,phdlife,,1,
2797,cl159,"['cl', '159']",1,
2798,teachers4future,"['teachers', '4', 'future']",3,
2799,infowars,"['info', 'wars']",1,
2800,amwriting,"['am', 'writing']",1,
2801,eatinganimalproducts,"['eating', 'animal', 'products']",1,
2802,gmos,,1,
2803,freight,,1,
2804,liberallogic,"['liberal', 'logic']",1,
2805,carpets,,1,
2806,cleancooking,"['clean', 'cooking']",1,
2807,rainbowwarriors,"['rainbow', 'warriors']",1,
2808,market,,2,2.0
2809,governmentregulations,"['government', 'regulations']",1,
2810,faith,,1,
2811,gaiaanandam,,1,
2812,newburyport,,1,
2813,kudos,,1,
2814,escap,,1,
2815,migration,,18,6.0
2816,ilmastovaalit,,1,
2817,rstats,"['r', 'stats']",1,
2818,zerohourlondon,,1,
2819,materials,,1,
2820,godzilla,,1,
2821,greenfraud,"['green', 'fraud']",1,
2822,wfgact,,1,1.0
2823,photoessay,"['photo', 'essay']",1,
2824,boreal,,1,
2825,pondinlet,"['pond', 'inlet']",1,
2826,qalert,"['q', 'alert']",2,
2827,脱原発,,1,
2828,notplaying,"['not', 'playing']",1,
2829,foxnews,"['fox', 'news']",2,
2830,cbiac19,,1,
2831,protecttheoceans,"['protect', 'the', 'oceans']",2,
2832,foodsharing,"['food', 'sharing']",1,
2833,follobackforfolloback,"['fol', 'lo', 'back', 'for', 'fol', 'lo', 'back']",1,1.0
2834,ias,"['i', 'as']",1,
2835,pocahontas,,5,1.0
2836,nixon,,1,
2837,public,,1,
2838,youthclimatestrike,"['youth', 'climate', 'strike']",8,
2839,woodpellet,"['wood', 'pellet']",1,
2840,30daysofwild,"['30', 'days', 'of', 'wild']",1,
2841,marxism2018,,2,
2842,greentech2019,"['green', 'tech', '2019']",2,
2843,socialist,,2,4.0
2844,electrical,,2,
2845,think100,"['think', '100']",8,
2846,sustainabledeath,"['sustainable', 'death']",1,
2847,cloudscapephotography,"['clouds', 'cape', 'photography']",1,
2848,loksabhaelections2019,,1,
2849,medellín,,1,
2850,climatedenial,"['climate', 'denial']",4,
2851,temperatures,,1,1.0
2852,factcheck,"['fact', 'check']",2,
2853,solarpanel,"['solar', 'panel']",1,
2854,memorialdayweekend,"['memorial', 'day', 'weekend']",1,
2855,m3gps,,1,
2856,tokens,,1,
2857,clean,,1,1.0
2858,adbfiji,,1,
2859,mandatorydetention,"['mandatory', 'detention']",1,
2860,ibpes7,,1,
2861,savetheepa,,1,
2862,thelatedebate,"['the', 'late', 'debate']",1,
2863,exmarkets,"['ex', 'markets']",1,
2864,bici,,5,
2865,tinyhousewarriors,"['tiny', 'house', 'warriors']",1,
2866,maahanmuutto,,1,
2867,aviationexpansion,"['aviation', 'expansion']",1,
2868,climatechangethefacts,"['climate', 'change', 'the', 'facts']",20,
2869,cop21,"['cop', '21']",9,
2870,edmonton,,1,
2871,scarletmonahan,,1,
2872,travel,,3,1.0
2873,pacific,,4,9.0
2874,bushfires,,1,1.0
2875,turkiye,,1,
2876,alaska,,2,1.0
2877,authoritarian,,2,
2878,intersectionality,,2,
2879,carbonsink,"['carbon', 'sink']",1,
2880,displacement,,2,2.0
2881,artandscience,"['art', 'and', 'science']",1,
2882,deardan,,1,
2883,thelastgame,"['the', 'last', 'game']",1,
2884,zimbabwe,,2,
2885,swachhbharat,,2,1.0
2886,napa,,1,
2887,crime,,2,
2888,artistsforfuture,"['artists', 'for', 'future']",1,
2889,divestment,,4,2.0
2890,eugreenweek,,2,4.0
2891,rainforest,,1,3.0
2892,beyondcoal,"['beyond', 'coal']",3,
2893,follow,,2,4.0
2894,morrishicks,,1,
2895,trumptariffs,"['trump', 'tariffs']",1,
2896,yyccc,,1,
2897,basiceducation,"['basic', 'education']",1,
2898,researchassistant,"['research', 'assistant']",1,
2899,climateimpacts,"['climate', 'impacts']",2,
2900,natcaphub,,2,
2901,schoolstrikeforclimate,"['school', 'strike', 'for', 'climate']",4,
2902,cop,,1,
2903,condo,,1,
2904,areyousmarterthana3rdgrader,"['are', 'you', 'smarter', 'than', 'a', '3', 'rd', 'grader']",2,
2905,mtpol,"['mt', 'pol']",1,
2906,salemma,,1,
2907,medicareforall,"['medicare', 'for', 'all']",2,3.0
2908,fightforyourworld,"['fight', 'for', 'your', 'world']",1,
2909,followforfollow,"['follow', 'for', 'follow']",5,
2910,vegan,,37,25.0
2911,lapol,"['la', 'pol']",1,
2912,bigpolluters,"['big', 'polluters']",1,
2913,sustainablefashion,"['sustainable', 'fashion']",4,
2914,pruitt,"['pr', 'u', 'it', 't']",3,
2915,breaking,,10,1.0
2916,factsfirst,"['facts', 'first']",1,
2917,philjones,,1,1.0
2918,cccr2019,,2,
2919,sudsulike,"['suds', 'u', 'like']",1,
2920,keeplacool,"['keep', 'la', 'cool']",1,
2921,algaeblooms,"['algae', 'blooms']",1,
2922,kidlit4climate,"['kid', 'lit', '4', 'climate']",3,
2923,newideas,"['new', 'ideas']",1,
2924,emergency,,1,
2925,trumplies,"['trump', 'lies']",6,
2926,b2b,"['b', '2', 'b']",3,
2927,chasingcoral,"['chasing', 'coral']",2,
2928,run,,1,
2929,diplomacy,,2,
2930,mexicodf,,1,
2931,switzerland,,1,1.0
2932,wearethemedia,"['we', 'are', 'the', 'media']",1,
2933,thisisrussia,,1,
2934,economy,,11,6.0
2935,retirement,,1,
2936,zerocarbonlondon,,1,
2937,bitcoin,,2,
2938,ecoanxiety,,1,1.0
2939,destructivedevelopment,"['destructive', 'development']",1,
2940,lowenergy,"['low', 'energy']",1,
2941,redefininggrowth,"['redefining', 'growth']",2,
2942,standrews,,1,
2943,f4f,"['f', '4', 'f']",2,
2944,m4o,"['m', '4', 'o']",1,
2945,iwlaw,,1,
2946,waterfirst,"['water', 'first']",4,
2947,togetheragainsttrump,"['together', 'against', 'trump']",1,
2948,newnormal,"['new', 'normal']",1,
2949,yesouicannesfemme,,1,
2950,desalination,,1,
2951,wewantwildlife,"['we', 'want', 'wildlife']",1,
2952,lgbt,,1,
2953,spacetech,"['space', 'tech']",1,
2954,friendsnotfood,"['friends', 'not', 'food']",4,
2955,warmingstripes,"['warming', 'stripes']",1,
2956,butterflycount,"['butterfly', 'count']",1,
2957,cambodia,,2,
2958,recognition,,1,
2959,humanrights,"['human', 'rights']",24,18.0
2960,dontbeduped,,1,
2961,russia,,4,4.0
2962,footprint,,1,
2963,renwables,,1,
2964,wellness,,1,
2965,agitprop,,1,
2966,gretainparliament,,1,
2967,icesheetmodelling,,1,
2968,wildflowerhour,"['wildflower', 'hour']",1,1.0
2969,financial,,1,
2970,climatechanged,"['climate', 'changed']",1,
2971,jjfhypothesis,,1,
2972,solarminimums,"['solar', 'minimums']",1,
2973,foodeconomy,"['food', 'economy']",1,
2974,enoughisenough,"['enough', 'is', 'enough']",1,
2975,map,,3,
2976,happyocean,"['happy', 'ocean']",2,
2977,experientiallearning,"['experiential', 'learning']",1,
2978,gif,,1,
2979,g7summit,"['g', '7', 'summit']",3,
2980,windenergy,"['wind', 'energy']",1,2.0
2981,inners,"['inner', 's']",1,
2982,plant4islamabad,,3,
2983,disasterrisk,"['disaster', 'risk']",2,
2984,kindermorganwillneverbebuilt,,1,
2985,ca48,"['ca', '48']",35,
2986,volatility,,2,
2987,icesheetmelting,"['ice', 'sheet', 'melting']",1,
2988,slaughter,,1,
2989,1o5c,"['1', 'o', '5', 'c']",3,19.0
2990,ucas,,1,
2991,wigevents,"['wig', 'events']",1,
2992,noplant2019,"['no', 'plant', '2019']",1,
2993,dawnmoncrief,,1,
2994,grazing,,1,
2995,archaic,,1,
2996,cdnimm,,1,
2997,globalaction,"['global', 'action']",1,
2998,shutdownchase,"['shutdown', 'chase']",1,
2999,35,,1,
3000,climatewoke,"['climate', 'woke']",1,
3001,heatwave,,30,6.0
3002,livingbuilding,"['living', 'building']",1,
3003,stained,,1,
3004,phyton,,1,
3005,scam,,10,6.0
3006,waterwaste,"['water', 'waste']",3,
3007,forestry,,2,2.0
3008,globalrunningday,"['global', 'running', 'day']",1,
3009,natureinspiredtechnology,"['nature', 'inspired', 'technology']",1,
3010,vulnerable,,1,
3011,prayerpeoplegiving,"['prayer', 'people', 'giving']",1,
3012,blogging,,1,1.0
3013,transition,,1,
3014,kdh,,1,
3015,seedlings,,1,
3016,earthobservation,"['earth', 'observation']",1,2.0
3017,penguin,,1,1.0
3018,words,,1,
3019,changeyourlife,"['change', 'your', 'life']",1,
3020,antartic,"['an', 'tar', 'tic']",1,
3021,klimaschutzwaehlen,,1,
3022,seekingpeace,"['seeking', 'peace']",1,
3023,uganda,,5,1.0
3024,jc12,,1,
3025,kag,,5,
3026,plasticban,"['plastic', 'ban']",1,
